year,month,day,time,temp
2018,8,12,8:02,29
2018,8,12,8:01,29
2018,8,12,7:58,29
2018,8,12,7:56,29
2018,8,12,7:56,40
2018,8,12,7:56,29
2018,8,12,7:55,40
2018,8,12,7:54,29
2018,8,12,7:52,29
2018,8,12,7:52,29
2018,8,12,7:52,41
2018,8,12,7:51,41
2018,8,12,7:51,29
2018,8,12,7:50,29
2018,8,12,7:48,40
2018,8,12,7:47,40
2018,8,12,7:46,29
2018,8,12,7:44,29
2018,8,12,7:44,29
2018,8,12,7:41,29
2018,8,12,7:34,29
2018,8,12,7:33,29
2018,8,12,7:31,29
2018,8,12,7:30,29
2018,8,12,7:28,29
2018,8,12,7:27,29
2018,8,12,7:27,39
2018,8,12,7:25,29
2018,8,12,7:22,29
2018,8,12,7:18,29
2018,8,12,7:17,29
2018,8,12,7:17,39
2018,8,12,7:15,38
2018,8,12,7:08,39
2018,8,12,7:06,29
2018,8,12,7:06,40
2018,8,12,7:03,29
2018,8,12,6:57,29
2018,8,12,6:57,39
2018,8,12,6:56,39
2018,8,12,6:53,29
2018,8,12,6:53,29
2018,8,12,6:52,29
2018,8,12,6:52,39
2018,8,12,6:51,29
2018,8,12,6:51,39
2018,8,12,6:50,29
2018,8,12,6:47,39
2018,8,12,6:47,29
2018,8,12,6:44,39
2018,8,12,6:43,39
2018,8,12,6:42,29
2018,8,12,6:41,29
2018,8,12,6:39,29
2018,8,12,6:39,29
2018,8,12,6:37,29
2018,8,12,6:37,29
2018,8,12,6:35,29
2018,8,12,6:33,29
2018,8,12,6:32,39
2018,8,12,6:31,39
2018,8,12,6:30,29
2018,8,12,6:29,29
2018,8,12,6:25,29
2018,8,12,6:23,29
2018,8,12,6:22,29
2018,8,12,6:21,29
2018,8,12,6:21,29
2018,8,12,6:19,29
2018,8,12,6:17,29
2018,8,12,6:16,29
2018,8,12,6:15,29
2018,8,12,6:14,39
2018,8,12,6:14,29
2018,8,12,6:11,29
2018,8,12,6:11,29
2018,8,12,6:09,39
2018,8,12,6:09,29
2018,8,12,6:07,29
2018,8,12,6:06,29
2018,8,12,6:05,29
2018,8,12,6:02,38
2018,8,12,6:01,39
2018,8,12,6:01,29
2018,8,12,5:59,39
2018,8,12,5:59,29
2018,8,12,5:59,39
2018,8,12,5:59,29
2018,8,12,5:57,38
2018,8,12,5:55,39
2018,8,12,5:55,29
2018,8,12,5:43,30
2018,8,12,5:43,30
2018,8,12,5:41,29
2018,8,12,5:40,29
2018,8,12,5:39,38
2018,8,12,5:37,30
2018,8,12,5:35,29
2018,8,12,5:35,30
2018,8,12,5:33,30
2018,8,12,5:31,29
2018,8,12,5:29,29
2018,8,12,5:29,29
2018,8,12,5:25,38
2018,8,12,5:25,38
2018,8,12,5:25,29
2018,8,12,5:25,29
2018,8,12,5:23,38
2018,8,12,5:23,38
2018,8,12,5:23,29
2018,8,12,5:23,29
2018,8,12,5:21,38
2018,8,12,5:21,38
2018,8,12,5:21,29
2018,8,12,5:21,29
2018,8,12,5:20,29
2018,8,12,5:19,29
2018,8,12,5:19,29
2018,8,12,5:17,29
2018,8,12,5:16,29
2018,8,12,5:15,29
2018,8,12,5:13,38
2018,8,12,5:13,29
2018,8,12,5:13,38
2018,8,12,5:12,38
2018,8,12,5:12,29
2018,8,12,5:11,38
2018,8,12,5:09,38
2018,8,12,5:09,29
2018,8,12,5:08,38
2018,8,12,5:08,29
2018,8,12,5:07,38
2018,8,12,5:07,29
2018,8,12,5:05,29
2018,8,12,5:03,29
2018,8,12,5:01,37
2018,8,12,5:01,29
2018,8,12,4:59,38
2018,8,12,4:55,29
2018,8,12,4:55,29
2018,8,12,4:54,37
2018,8,12,4:53,37
2018,8,12,4:53,29
2018,8,12,4:53,29
2018,8,12,4:49,29
2018,8,12,4:49,29
2018,8,12,4:47,29
2018,8,12,4:47,29
2018,8,12,4:43,29
2018,8,12,4:43,29
2018,8,12,4:39,29
2018,8,12,4:39,29
2018,8,12,4:39,30
2018,8,12,4:39,30
2018,8,12,4:36,37
2018,8,12,4:35,37
2018,8,12,4:35,29
2018,8,12,4:35,29
2018,8,12,4:34,37
2018,8,12,4:33,37
2018,8,12,4:33,29
2018,8,12,4:33,29
2018,8,12,4:30,37
2018,8,12,4:29,37
2018,8,12,4:23,37
2018,8,12,4:23,37
2018,8,12,4:23,29
2018,8,12,4:23,29
2018,8,12,4:21,29
2018,8,12,4:21,29
2018,8,12,4:20,36
2018,8,12,4:19,36
2018,8,12,4:19,29
2018,8,12,4:19,29
2018,8,12,4:18,36
2018,8,12,4:17,36
2018,8,12,4:17,29
2018,8,12,4:17,29
2018,8,12,4:16,37
2018,8,12,4:15,37
2018,8,12,4:14,37
2018,8,12,4:14,37
2018,8,12,4:11,29
2018,8,12,4:11,29
2018,8,12,4:09,29
2018,8,12,4:09,29
2018,8,12,4:08,36
2018,8,12,4:08,36
2018,8,12,4:07,29
2018,8,12,4:07,29
2018,8,12,4:04,36
2018,8,12,4:04,36
2018,8,12,4:03,29
2018,8,12,4:03,29
2018,8,12,4:03,30
2018,8,12,4:03,30
2018,8,12,4:02,36
2018,8,12,4:02,36
2018,8,12,4:01,29
2018,8,12,4:01,29
2018,8,12,4:00,36
2018,8,12,4:00,36
2018,8,12,3:59,29
2018,8,12,3:59,29
2018,8,12,3:59,30
2018,8,12,3:59,30
2018,8,12,3:58,36
2018,8,12,3:58,36
2018,8,12,3:57,29
2018,8,12,3:57,29
2018,8,12,3:55,29
2018,8,12,3:55,29
2018,8,12,3:54,36
2018,8,12,3:54,36
2018,8,12,3:53,29
2018,8,12,3:53,29
2018,8,12,3:53,30
2018,8,12,3:53,30
2018,8,12,3:51,29
2018,8,12,3:51,29
2018,8,12,3:50,35
2018,8,12,3:50,35
2018,8,12,3:49,29
2018,8,12,3:49,29
2018,8,12,3:41,29
2018,8,12,3:41,29
2018,8,12,3:39,29
2018,8,12,3:39,29
2018,8,12,3:38,36
2018,8,12,3:38,36
2018,8,12,3:36,36
2018,8,12,3:36,36
2018,8,12,3:35,29
2018,8,12,3:35,29
2018,8,12,3:31,29
2018,8,12,3:31,29
2018,8,12,3:30,36
2018,8,12,3:30,36
2018,8,12,3:27,29
2018,8,12,3:27,29
2018,8,12,3:24,36
2018,8,12,3:24,36
2018,8,12,3:21,29
2018,8,12,3:21,29
2018,8,12,3:20,35
2018,8,12,3:20,35
2018,8,12,3:19,29
2018,8,12,3:19,29
2018,8,12,3:18,36
2018,8,12,3:18,36
2018,8,12,3:17,29
2018,8,12,3:17,29
2018,8,12,3:15,29
2018,8,12,3:15,29
2018,8,12,3:14,36
2018,8,12,3:14,36
2018,8,12,3:11,29
2018,8,12,3:11,29
2018,8,12,3:08,36
2018,8,12,3:08,36
2018,8,12,3:07,29
2018,8,12,3:07,29
2018,8,12,3:06,35
2018,8,12,3:06,35
2018,8,12,3:05,29
2018,8,12,3:05,29
2018,8,12,3:04,35
2018,8,12,3:04,35
2018,8,12,3:00,35
2018,8,12,3:00,35
2018,8,12,2:59,29
2018,8,12,2:59,29
2018,8,12,2:56,35
2018,8,12,2:56,35
2018,8,12,2:52,35
2018,8,12,2:52,35
2018,8,12,2:51,29
2018,8,12,2:51,29
2018,8,12,2:50,36
2018,8,12,2:50,36
2018,8,12,2:49,29
2018,8,12,2:49,29
2018,8,12,2:48,35
2018,8,12,2:48,35
2018,8,12,2:47,29
2018,8,12,2:47,29
2018,8,12,2:46,35
2018,8,12,2:46,35
2018,8,12,2:44,35
2018,8,12,2:44,35
2018,8,12,2:43,29
2018,8,12,2:43,29
2018,8,12,2:42,35
2018,8,12,2:42,35
2018,8,12,2:40,35
2018,8,12,2:40,35
2018,8,12,2:39,29
2018,8,12,2:39,29
2018,8,12,2:38,35
2018,8,12,2:38,35
2018,8,12,2:37,29
2018,8,12,2:37,29
2018,8,12,2:36,34
2018,8,12,2:36,34
2018,8,12,2:35,29
2018,8,12,2:35,29
2018,8,12,2:34,35
2018,8,12,2:34,35
2018,8,12,2:33,29
2018,8,12,2:33,29
2018,8,12,2:32,35
2018,8,12,2:32,35
2018,8,12,2:31,29
2018,8,12,2:31,29
2018,8,12,2:29,29
2018,8,12,2:29,29
2018,8,12,2:28,35
2018,8,12,2:28,35
2018,8,12,2:27,29
2018,8,12,2:27,29
2018,8,12,2:23,29
2018,8,12,2:23,29
2018,8,12,2:22,35
2018,8,12,2:22,35
2018,8,12,2:21,29
2018,8,12,2:21,29
2018,8,12,2:19,29
2018,8,12,2:19,29
2018,8,12,2:15,29
2018,8,12,2:15,29
2018,8,12,2:14,30
2018,8,12,2:14,30
2018,8,12,2:14,35
2018,8,12,2:14,35
2018,8,12,2:13,30
2018,8,12,2:12,30
2018,8,12,2:12,35
2018,8,12,2:12,35
2018,8,12,2:09,29
2018,8,12,2:09,29
2018,8,12,2:08,35
2018,8,12,2:08,35
2018,8,12,2:07,29
2018,8,12,2:07,29
2018,8,12,2:06,36
2018,8,12,2:06,36
2018,8,12,2:05,29
2018,8,12,2:05,29
2018,8,12,2:04,35
2018,8,12,2:04,35
2018,8,12,2:03,29
2018,8,12,2:03,29
2018,8,12,2:02,35
2018,8,12,2:02,35
2018,8,12,1:59,29
2018,8,12,1:59,29
2018,8,12,1:57,29
2018,8,12,1:57,29
2018,8,12,1:56,35
2018,8,12,1:56,35
2018,8,12,1:55,29
2018,8,12,1:55,29
2018,8,12,1:54,35
2018,8,12,1:54,35
2018,8,12,1:53,29
2018,8,12,1:53,29
2018,8,12,1:52,35
2018,8,12,1:52,35
2018,8,12,1:51,29
2018,8,12,1:51,29
2018,8,12,1:50,36
2018,8,12,1:50,36
2018,8,12,1:45,29
2018,8,12,1:45,29
2018,8,12,1:43,29
2018,8,12,1:43,29
2018,8,12,1:40,30
2018,8,12,1:40,30
2018,8,12,1:39,29
